name,quote
Ann Radcliffe,"One act of beneficence, one act of real usefulness, is worth all the abstract sentiment in the world. Sentiment is a disgrace, instead of an ornament, unless it lead us to good actions."
Ann Radcliffe,"Poverty cannot deprive us of many consolations. It cannot rob us of the affection we have for each other, or degrade us in our own opinion, of in that of any person, whose opinion we ought to value."
Ann Radcliffe,"Such is the inconsistency of real love, that it is always awake to suspicion, however unreasonable; always requiring new assurances from the object of its interest."
Ann Radcliffe,"The passions are the seeds of vices as well as of virtues, from which either may spring, accordingly as they are nurtured. Unhappy they who have never been taught the art to govern them!"
Ann Radcliffe,"The refreshing pleasure from the first view of nature, after the pain of illness, and the confinement of a sick-chamber, is above the conceptions, as well as the descriptions, of those in health."
Ann Radcliffe,"The world ridicules a passion which it seldom feels; its scenes, and its interests, distract the mind, deprave the taste, corrupt the heart, and love cannot exist in a heart that has lost the meek dignity of innocence."
Ann Radcliffe,There is some comfort in dying surrounded by one's children.
Ann Radcliffe,"There is some magic in wealth, which can thus make persons pay their court to it, when it does not even benefit themselves. How strange it is, that a fool or knave, with riches, should be treated with more respect by the world, than a good man, or a wise man in poverty!"
Ann Radcliffe,"Though the vicious can sometimes pour affliction upon the good, their power is transient and their punishment certain; and that innocence, though oppressed by injustice, shall, supported by patience, finally triumph over misfortune!"
Ann Radcliffe,"Virtue and taste are nearly the same, for virtue is little more than active taste, and the most delicate affections of each combine in real love."
Ann Radcliffe,"What are riches - grandeur - health itself, to the luxury of a pure conscience, the health of the soul; - and what the sufferings of poverty, disappointment, despair - to the anguish of an afflicted one!"
Ann Radcliffe,What has a man's face to do with his character? Can a man of good character help having a disagreeable face?
Carolyn Wells,Actions lie louder than words.
Arthur Wellesley,"Be discreet in all things, and so render it unnecessary to be mysterious about any."
Joe Weinstein,My dog is worried about the economy because Alpo is up to 99 cents a can. That's almost $7.00 in dog money.
Bob Wells,For every action there is an equal and opposite government program.
Bob Wells,Your true value depends entirely on what you are compared with.
Darrin Weinberg,It matters not whether you win or lose; what matters is whether I win or lose.
Steven Weinberg,"The effort to understand the universe is one of the very few things that lifts human life a little above the level of farce, and gives it some of the grace of tragedy."
Steven Weinberg,"With or without religion, you would have good people doing good things and evil people doing evil things. But for good people to do evil things, that takes religion."
A. H. Weiler,Nothing is impossible for the man who doesn't have to do it himself.
Simone Weil,"Evil when we are in its power is not felt as evil but as a necessity, or even a duty."
Chaim Weizmann,"A law is something which must have a moral basis, so that there is an inner compelling force for every citizen to obey."
Erik Weihenmayer,People get trapped into thinking about just one way of doing things.
John Wayne,Courage is being scared to death - but saddling up anyway.
John Wayne,"I've always followed my father's advice: he told me, first to always keep my word and, second, to never insult anybody unintentionally. If I insult you, you can be goddamn sure I intend to. And, third, he told me not to go around looking for trouble."
